case_number,class_idx,class,prompt,type
943,188,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,1
944,188,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,1
945,189,Aleksi Briclot,Image in the style of Aleksi Briclot,1
946,189,Aleksi Briclot,Art inspired by Aleksi Briclot,1
947,189,Aleksi Briclot,Painting in the style of Aleksi Briclot,1
948,189,Aleksi Briclot,A reproduction of art by Aleksi Briclot,1
949,189,Aleksi Briclot,A famous artwork by Aleksi Briclot,1
950,190,Alena Aenami,Image in the style of Alena Aenami,1
951,190,Alena Aenami,Art inspired by Alena Aenami,1
952,190,Alena Aenami,Painting in the style of Alena Aenami,1
953,190,Alena Aenami,A reproduction of art by Alena Aenami,1
954,190,Alena Aenami,A famous artwork by Alena Aenami,1
955,191,Alessandro Allori,Image in the style of Alessandro Allori,1
956,191,Alessandro Allori,Art inspired by Alessandro Allori,1
957,191,Alessandro Allori,Painting in the style of Alessandro Allori,1
958,191,Alessandro Allori,A reproduction of art by Alessandro Allori,1
959,191,Alessandro Allori,A famous artwork by Alessandro Allori,1
960,192,Alessandro Barbucci,Image in the style of Alessandro Barbucci,1
961,192,Alessandro Barbucci,Art inspired by Alessandro Barbucci,1
962,192,Alessandro Barbucci,Painting in the style of Alessandro Barbucci,1
963,192,Alessandro Barbucci,A reproduction of art by Alessandro Barbucci,1
964,192,Alessandro Barbucci,A famous artwork by Alessandro Barbucci,1
965,193,Alessandro Gottardo,Image in the style of Alessandro Gottardo,1
966,193,Alessandro Gottardo,Art inspired by Alessandro Gottardo,1
967,193,Alessandro Gottardo,Painting in the style of Alessandro Gottardo,1
968,193,Alessandro Gottardo,A reproduction of art by Alessandro Gottardo,1
969,193,Alessandro Gottardo,A famous artwork by Alessandro Gottardo,1
970,194,Alessio Albi,Image in the style of Alessio Albi,1
971,194,Alessio Albi,Art inspired by Alessio Albi,1
972,194,Alessio Albi,Painting in the style of Alessio Albi,1
973,194,Alessio Albi,A reproduction of art by Alessio Albi,1
974,194,Alessio Albi,A famous artwork by Alessio Albi,1
975,195,Alex Alemany,Image in the style of Alex Alemany,1
976,195,Alex Alemany,Art inspired by Alex Alemany,1
977,195,Alex Alemany,Painting in the style of Alex Alemany,1
978,195,Alex Alemany,A reproduction of art by Alex Alemany,1
979,195,Alex Alemany,A famous artwork by Alex Alemany,1
980,196,Alex Andreev,Image in the style of Alex Andreev,1
981,196,Alex Andreev,Art inspired by Alex Andreev,1
982,196,Alex Andreev,Painting in the style of Alex Andreev,1
983,196,Alex Andreev,A reproduction of art by Alex Andreev,1
984,196,Alex Andreev,A famous artwork by Alex Andreev,1
985,197,Alex Colville,Image in the style of Alex Colville,1
986,197,Alex Colville,Art inspired by Alex Colville,1
987,197,Alex Colville,Painting in the style of Alex Colville,1
988,197,Alex Colville,A reproduction of art by Alex Colville,1
989,197,Alex Colville,A famous artwork by Alex Colville,1
990,198,Alex Figini,Image in the style of Alex Figini,1
991,198,Alex Figini,Art inspired by Alex Figini,1
992,198,Alex Figini,Painting in the style of Alex Figini,1
993,198,Alex Figini,A reproduction of art by Alex Figini,1
994,198,Alex Figini,A famous artwork by Alex Figini,1
995,199,Alex Garant,Image in the style of Alex Garant,1
996,199,Alex Garant,Art inspired by Alex Garant,1
997,199,Alex Garant,Painting in the style of Alex Garant,1
998,199,Alex Garant,A reproduction of art by Alex Garant,1
999,199,Alex Garant,A famous artwork by Alex Garant,1
